CountyFIPS,Year,PopulationDensity
02-050,2010,17081
02-050,2010,17013
02-050,2010,17013
02-050,2011,17418
02-050,2012,17655
02-050,2013,17855
02-050,2014,17960
02-050,2015,17970
02-050,2016,18018
02-050,2017,18102
02-050,2018,18267
02-050,2019,18493
02-050,2020,18437
02-060,2004,1144
02-060,2005,1171
02-060,2006,1111
02-060,2007,1076
02-060,2008,1040
02-060,2009,976
02-060,2010,1002
02-060,2010,997
02-060,2010,997
02-060,2011,1029
02-060,2012,980
02-060,2013,952
02-060,2014,949
02-060,2015,906
02-060,2016,906
02-060,2017,869
02-060,2018,881
02-060,2019,840
02-060,2020,788
02-068,2004,1877
02-068,2005,1834
02-068,2006,1837
02-068,2007,1803
02-068,2008,1803
02-068,2009,1817
02-068,2010,1839
02-068,2010,1827
02-068,2010,1826
02-068,2011,1878
02-068,2012,1915
02-068,2013,1948
02-068,2014,1922
02-068,2015,1940
02-068,2016,2068
02-068,2017,2103
02-068,2018,2047
02-068,2019,2125
02-068,2020,2081
02-070,2004,4850
02-070,2005,4841
02-070,2006,4833
02-070,2007,4832
02-070,2008,4769
02-070,2009,4776
02-070,2010,4850
02-070,2010,4847
02-070,2010,4847
02-070,2011,4947
02-070,2012,4948
02-070,2013,4976
02-070,2014,4981
02-070,2015,4987
02-070,2016,4968
02-070,2017,4934
02-070,2018,5003
02-070,2019,4932
02-070,2020,4833
02-090,2004,89043
02-090,2005,90431
02-090,2006,90545
02-090,2007,93545
02-090,2008,94552
02-090,2009,95238
02-090,2010,98272
02-090,2010,97585
02-090,2010,97581
02-090,2011,98151
02-090,2012,100388
02-090,2013,101046
02-090,2014,99404
02-090,2015,99812
02-090,2016,100877
02-090,2017,99911
02-090,2018,98749
02-090,2019,97088
02-090,2020,95651
02-100,2004,2281
02-100,2005,2280
02-100,2006,2300
02-100,2007,2379
02-100,2008,2404
02-100,2009,2486
02-100,2010,2501
02-100,2010,2508
02-100,2010,2508
02-100,2011,2575
02-100,2012,2580
02-100,2013,2561
02-100,2014,2558
02-100,2015,2519
02-100,2016,2531
02-100,2017,2526
02-100,2018,2502
02-100,2019,2561
02-100,2020,2614
02-105,2004,2331
02-105,2005,2316
02-105,2006,2271
02-105,2007,2242
02-105,2008,2225
02-105,2009,2144
02-105,2010,2100
02-105,2010,2095
02-105,2010,2150
02-105,2011,2079
02-105,2012,2107
02-105,2013,2109
02-105,2014,2091
02-105,2015,2126
02-105,2016,2115
02-105,2017,2135
02-105,2018,2139
02-105,2019,2144
02-105,2020,2141
02-110,2004,31103
02-110,2005,31003
02-110,2006,30808
02-110,2007,30682
02-110,2008,31110
02-110,2009,30857
02-110,2010,31387
02-110,2010,31276
02-110,2010,31275
02-110,2011,32165
02-110,2012,32391
02-110,2013,32605
02-110,2014,32501
02-110,2015,32644
02-110,2016,32456
02-110,2017,32106
02-110,2018,32044
02-110,2019,32038
02-110,2020,31849
02-122,2004,51404
02-122,2005,51590
02-122,2006,52253
02-122,2007,53272
02-122,2008,53655
02-122,2009,54796
02-122,2010,55554
02-122,2010,55397
02-122,2010,55400
02-122,2011,56311
02-122,2012,56920
02-122,2013,57039
02-122,2014,57594
02-122,2015,58075
02-122,2016,58515
02-122,2017,58594
02-122,2018,58609
02-122,2019,58914
02-122,2020,59414
02-130,2004,13244
02-130,2005,13305
02-130,2006,13492
02-130,2007,13341
02-130,2008,13326
02-130,2009,13294
02-130,2010,13584
02-130,2010,13534
02-130,2010,13477
02-130,2011,13688
02-130,2012,13743
02-130,2013,13748
02-130,2014,13826
02-130,2015,13737
02-130,2016,13760
02-130,2017,13874
02-130,2018,13881
02-130,2019,13905
02-130,2020,13747
02-150,2004,13206
02-150,2005,13105
02-150,2006,13184
02-150,2007,13159
02-150,2008,13262
02-150,2009,13505
02-150,2010,13653
02-150,2010,13606
02-150,2010,13592
02-150,2011,13807
02-150,2012,14037
02-150,2013,14091
02-150,2014,13899
02-150,2015,13760
02-150,2016,13722
02-150,2017,13605
02-150,2018,13389
02-150,2019,13209
02-150,2020,12992
02-164,2004,1644
02-164,2005,1639
02-164,2006,1624
02-164,2007,1629
02-164,2008,1606
02-164,2009,1612
02-164,2010,1641
02-164,2010,1635
02-164,2010,1631
02-164,2011,1652
02-164,2012,1651
02-164,2013,1670
02-164,2014,1648
02-164,2015,1597
02-164,2016,1595
02-164,2017,1606
02-164,2018,1586
02-164,2019,1583
02-164,2020,1493
02-170,2004,70761
02-170,2005,74409
02-170,2006,78633
02-170,2007,81402
02-170,2008,84079
02-170,2009,86885
02-170,2010,89731
02-170,2010,88981
02-170,2010,88995
02-170,2011,91741
02-170,2012,93718
02-170,2013,95940
02-170,2014,98185
02-170,2015,101162
02-170,2016,104258
02-170,2017,106426
02-170,2018,107325
02-170,2019,108578
02-170,2020,110213
02-180,2004,9351
02-180,2005,9338
02-180,2006,9235
02-180,2007,9246
02-180,2008,9231
02-180,2009,9313
02-180,2010,9543
02-180,2010,9492
02-180,2010,9492
02-180,2011,9775
02-180,2012,9825
02-180,2013,9851
02-180,2014,9812
02-180,2015,9901
02-180,2016,9983
02-180,2017,10038
02-180,2018,10073
02-180,2019,10040
02-180,2020,9909
02-185,2004,8046
02-185,2005,8190
02-185,2006,8315
02-185,2007,8519
02-185,2008,8841
02-185,2009,9105
02-185,2010,9067
02-185,2010,9018
02-185,2010,9430
02-185,2011,9145
02-185,2012,9287
02-185,2013,9383
02-185,2014,9370
02-185,2015,9382
02-185,2016,9292
02-185,2017,9401
02-185,2018,9455
02-185,2019,9433
02-185,2020,9294
02-188,2004,7397
02-188,2005,7416
02-188,2006,7467
02-188,2007,7440
02-188,2008,7466
02-188,2009,7467
02-188,2010,7562
02-188,2010,7523
02-188,2010,7523
02-188,2011,7711
02-188,2012,7715
02-188,2013,7735
02-188,2014,7785
02-188,2015,7787
02-188,2016,7709
02-188,2017,7805
02-188,2018,7715
02-188,2019,7673
02-188,2020,7644
02-195,2004,4059
02-195,2005,3959
02-195,2006,3886
02-195,2007,3898
02-195,2008,3817
02-195,2009,3775
02-195,2010,3219
02-195,2010,3207
02-195,2010,3815
02-195,2011,3255
02-195,2012,3276
02-195,2013,3288
02-195,2014,3256
02-195,2015,3251
02-195,2016,3262
02-195,2017,3284
02-195,2018,3256
02-195,2019,3294
02-195,2020,3296
02-198,2004,5614
02-198,2005,5534
02-198,2006,5574
02-198,2007,5457
02-198,2008,5448
02-198,2009,5465
02-198,2010,6211
02-198,2010,6168
02-198,2010,5559
02-198,2011,6375
02-198,2012,6421
02-198,2013,6443
02-198,2014,6461
02-198,2015,6508
02-198,2016,6521
02-198,2017,6441
02-198,2018,6372
02-198,2019,6211
02-198,2020,6147
02-220,2004,8890
02-220,2005,8994
02-220,2006,9046
02-220,2007,8851
02-220,2008,8835
02-220,2009,8844
02-220,2010,8880
02-220,2010,8881
02-220,2010,8881
02-220,2011,8888
02-220,2012,9022
02-220,2013,8980
02-220,2014,8845
02-220,2015,8789
02-220,2016,8744
02-220,2017,8640
02-220,2018,8555
02-220,2019,8501
02-220,2020,8405
02-230,2004,934
02-230,2005,949
02-230,2006,946
02-230,2007,955
02-230,2008,967
02-230,2009,975
02-230,2010,968
02-230,2010,968
02-230,2010,968
02-230,2011,961
02-230,2012,998
02-230,2013,1025
02-230,2014,1054
02-230,2015,1090
02-230,2016,1132
02-230,2017,1173
02-230,2018,1172
02-230,2019,1193
02-230,2020,1179
02-240,2004,6022
02-240,2005,6530
02-240,2006,6817
02-240,2007,6945
02-240,2008,6904
02-240,2009,6955
02-240,2010,7064
02-240,2010,7029
02-240,2010,7029
02-240,2011,7155
02-240,2012,7180
02-240,2013,6996
02-240,2014,6937
02-240,2015,6827
02-240,2016,6853
02-240,2017,6918
02-240,2018,6946
02-240,2019,6879
02-240,2020,6957
02-261,2004,9990
02-261,2005,9914
02-261,2006,9828
02-261,2007,9572
02-261,2008,9458
02-261,2009,9492
02-261,2010,9636
02-270,2004,7330
02-270,2005,7313
02-270,2006,7292
02-270,2007,7372
02-270,2008,7392
02-270,2009,7469
02-270,2010,7459
02-275,2004,2288
02-275,2005,2298
02-275,2006,2309
02-275,2007,2322
02-275,2008,2353
02-275,2009,2331
02-275,2010,2373
02-275,2010,2365
02-275,2010,2369
02-275,2011,2397
02-275,2012,2424
02-275,2013,2450
02-275,2014,2441
02-275,2015,2452
02-275,2016,2493
02-275,2017,2516
02-275,2018,2521
02-275,2019,2513
02-275,2020,2510
02-282,2004,647
02-282,2005,665
02-282,2006,642
02-282,2007,656
02-282,2008,627
02-282,2009,665
02-282,2010,662
02-282,2010,662
02-282,2010,662
02-282,2011,657
02-282,2012,665
02-282,2013,652
02-282,2014,655
02-282,2015,637
02-282,2016,615
02-282,2017,610
02-282,2018,600
02-282,2019,576
02-282,2020,637
02-290,2004,6218
02-290,2005,6000
02-290,2006,5762
02-290,2007,5712
02-290,2008,5585
02-290,2009,5495
02-290,2010,5607
02-290,2010,5588
02-290,2010,5583
02-290,2011,5625
02-290,2012,5616
02-290,2013,5554
02-290,2014,5456
02-290,2015,5461
02-290,2016,5418
02-290,2017,5400
02-290,2018,5375
02-290,2019,5254
02-290,2020,5077
04-000,2004,5758692
04-000,2005,5973970
04-000,2006,6190987
04-000,2007,6360238
04-000,2008,6499207
04-000,2009,6587653
04-000,2010,6407342
04-000,2010,6392292
04-000,2010,6392017
04-000,2011,6473416
04-000,2012,6556344
04-000,2013,6634690
04-000,2014,6732873
04-000,2015,6832810
04-000,2016,6944767
04-000,2017,7048088
04-000,2018,7164228
04-000,2019,7291843
04-000,2020,7421401
04-001,2004,68161
04-001,2005,68521
04-001,2006,69390
04-001,2007,69602
04-001,2008,69883
04-001,2009,71008
04-001,2010,71828
04-001,2010,71518
04-001,2010,71514
04-001,2011,72181
04-001,2012,72231
04-001,2013,72333
04-001,2014,71808
04-001,2015,71026
04-001,2016,71418
04-001,2017,71538
04-001,2018,71819
04-001,2019,71920
04-001,2020,71875
04-003,2004,123234
04-003,2005,125786
04-003,2006,127241
04-003,2007,128206
04-003,2008,129023
04-003,2009,130081
04-003,2010,131823
04-003,2010,131359
04-003,2010,131346
04-003,2011,133124
04-003,2012,132085
04-003,2013,129664
04-003,2014,127437
04-003,2015,126594
04-003,2016,125885
04-003,2017,125048
04-003,2018,126581
04-003,2019,127248
04-003,2020,127450
04-005,2004,125117
04-005,2005,127025
04-005,2006,128695
04-005,2007,130442
04-005,2008,131853
04-005,2009,133477
04-005,2010,134624
04-005,2010,134435
04-005,2010,134421
04-005,2011,134309
04-005,2012,136204
04-005,2013,136788
04-005,2014,137675
04-005,2015,139100
04-005,2016,140609
04-005,2017,141300
04-005,2018,142914
04-005,2019,143967
04-005,2020,142481
04-007,2004,51423
04-007,2005,51655
04-007,2006,52541
04-007,2007,53252
04-007,2008,53437
04-007,2009,53561
04-007,2010,53565
04-007,2010,53592
04-007,2010,53597
04-007,2011,53445
04-007,2012,53009
04-007,2013,53026
04-007,2014,53074
04-007,2015,53020
04-007,2016,53400
04-007,2017,53619
04-007,2018,53833
04-007,2019,54077
04-007,2020,54303
04-009,2004,32703
04-009,2005,32964
04-009,2006,33701
04-009,2007,35175
04-009,2008,36639
04-009,2009,37525
04-009,2010,37154
04-009,2010,37212
04-009,2010,37220
04-009,2011,37129
04-009,2012,37027
04-009,2013,37456
04-009,2014,38123
04-009,2015,37888
04-009,2016,37859
04-009,2017,37530
04-009,2018,38032
04-009,2019,38890
04-009,2020,39211
04-011,2004,7549
04-011,2005,7595
04-011,2006,7838
04-011,2007,8205
04-011,2008,8561
04-011,2009,8635
04-011,2010,8342
04-011,2010,8444
04-011,2010,8437
04-011,2011,8587
04-011,2012,8764
04-011,2013,8918
04-011,2014,9356
04-011,2015,9587
04-011,2016,9642
04-011,2017,9451
04-011,2018,9424
04-011,2019,9467
04-011,2020,9341
04-012,2004,19979
04-012,2005,20379
04-012,2006,20573
04-012,2007,20647
04-012,2008,20555
04-012,2009,20514
04-012,2010,20499
04-012,2010,20489
04-012,2010,20489
04-012,2011,20606
04-012,2012,20524
04-012,2013,20526
04-012,2014,20521
04-012,2015,20476
04-012,2016,20670
04-012,2017,20737
04-012,2018,21030
04-012,2019,21257
04-012,2020,21480
04-013,2004,3417860
04-013,2005,3538988
04-013,2006,3642884
04-013,2007,3711954
04-013,2008,3771061
04-013,2009,3803779
04-013,2010,3825183
04-013,2010,3817371
04-013,2010,3817117
04-013,2011,3875371
04-013,2012,3948165
04-013,2013,4018657
04-013,2014,4094842
04-013,2015,4174423
04-013,2016,4258019
04-013,2017,4329227
04-013,2018,4405306
04-013,2019,4492261
04-013,2020,4579081
04-015,2004,180521
04-015,2005,188773
04-015,2006,196168
04-015,2007,199760
04-015,2008,200078
04-015,2009,199696
04-015,2010,200336
04-015,2010,200181
04-015,2010,200186
04-015,2011,202888
04-015,2012,203484
04-015,2013,203322
04-015,2014,203670
04-015,2015,204890
04-015,2016,205899
04-015,2017,207668
04-015,2018,210371
04-015,2019,213846
04-015,2020,217206
04-017,2004,102774
04-017,2005,104184
04-017,2006,105624
04-017,2007,106927
04-017,2008,107626
04-017,2009,107571
04-017,2010,107693
04-017,2010,107488
04-017,2010,107449
04-017,2011,107560
04-017,2012,107334
04-017,2013,107164
04-017,2014,107741
04-017,2015,107695
04-017,2016,108569
04-017,2017,109145
04-017,2018,110490
04-017,2019,111037
04-017,2020,112112
04-019,2004,901342
04-019,2005,920298
04-019,2006,940930
04-019,2007,955869
04-019,2008,967778
04-019,2009,975580
04-019,2010,981649
04-019,2010,980266
04-019,2010,980263
04-019,2011,988500
04-019,2012,993231
04-019,2013,997374
04-019,2014,1004521
04-019,2015,1009490
04-019,2016,1017083
04-019,2017,1027115
04-019,2018,1037746
04-019,2019,1049261
04-019,2020,1061175
04-021,2004,219472
04-021,2005,235708
04-021,2006,271328
04-021,2007,306174
04-021,2008,335311
04-021,2009,349830
04-021,2010,379106
04-021,2010,375766
04-021,2010,375770
04-021,2011,378114
04-021,2012,382371
04-021,2013,385574
04-021,2014,395563
04-021,2015,405922
04-021,2016,417312
04-021,2017,431490
04-021,2018,446524
04-021,2019,461640
04-021,2020,480828
04-023,2004,41623
04-023,2005,42961
04-023,2006,44298
04-023,2007,45338
04-023,2008,46144
04-023,2009,47011
04-023,2010,47402
04-023,2010,47417
04-023,2010,47420
04-023,2011,47640
04-023,2012,47330
04-023,2013,46902
04-023,2014,46596
04-023,2015,46493
04-023,2016,46412
04-023,2017,46578
04-023,2018,46446
04-023,2019,46728
04-023,2020,46808
04-025,2004,187822
04-025,2005,195424
04-025,2006,204082
04-025,2007,208773
04-025,2008,211211
04-025,2009,211172
04-025,2010,210990
04-025,2010,211033
04-025,2010,211008
04-025,2011,211081
04-025,2012,212065
04-025,2013,214539
04-025,2014,217882
04-025,2015,221019
04-025,2016,224828
04-025,2017,228398
04-025,2018,232467
04-025,2019,236062
04-025,2020,240226
04-027,2004,172824
04-027,2005,178816
04-027,2006,183848
04-027,2007,187357
04-027,2008,191202
04-027,2009,193714
04-027,2010,197148
04-027,2010,195750
04-027,2010,195751
04-027,2011,202881
04-027,2012,202520
04-027,2013,202447
04-027,2014,204064
04-027,2015,205187
04-027,2016,207162
04-027,2017,209244
04-027,2018,211245
04-027,2019,214182
04-027,2020,217824
05-000,2004,2746215
05-000,2005,2776257
05-000,2006,2814910
05-000,2007,2841595
05-000,2008,2867099
05-000,2009,2887331
05-000,2010,2921998
05-000,2010,2915918
05-000,2010,2916029
05-000,2011,2941038
05-000,2012,2952876
05-000,2013,2960459
05-000,2014,2968759
05-000,2015,2979732
05-000,2016,2991815
05-000,2017,3003855
05-000,2018,3012161
05-000,2019,3020985
05-000,2020,3030522
05-001,2004,19967
05-001,2005,19954
05-001,2006,19785
05-001,2007,19434
05-001,2008,19275
05-001,2009,19134
05-001,2010,19049
05-001,2010,19045
05-001,2010,19019
05-001,2011,18915
05-001,2012,19007
05-001,2013,18797
05-001,2014,18524
05-001,2015,18376
05-001,2016,18204
05-001,2017,17925
05-001,2018,17779
05-001,2019,17515
05-001,2020,17383
05-003,2004,23156
05-003,2005,22770
05-003,2006,22501
05-003,2007,22229
05-003,2008,22148
05-003,2009,21920
05-003,2010,21832
05-003,2010,21853
05-003,2010,21845
05-003,2011,21678
05-003,2012,21523
05-003,2013,21289
05-003,2014,20974
05-003,2015,20856
05-003,2016,20544
05-003,2017,20333
05-003,2018,20041
05-003,2019,19742
05-003,2020,19339
05-005,2004,39334
05-005,2005,39992
05-005,2006,40867
05-005,2007,41491
05-005,2008,41519
05-005,2009,41561
05-005,2010,41511
05-005,2010,41511
05-005,2010,41513
05-005,2011,41354
05-005,2012,41091
05-005,2013,41000
05-005,2014,40903
05-005,2015,41156
05-005,2016,41159
05-005,2017,41319
05-005,2018,41665
05-005,2019,41978
05-005,2020,42242
05-007,2004,179010
05-007,2005,186756
05-007,2006,195569
05-007,2007,203664
05-007,2008,210807
05-007,2009,216620
05-007,2010,222601
05-007,2010,221339
05-007,2010,221348
05-007,2011,229208
05-007,2012,235010
05-007,2013,239559
05-007,2014,244962
05-007,2015,251759
05-007,2016,259497
05-007,2017,266882
05-007,2018,272560
05-007,2019,279835
05-007,2020,288774
05-009,2004,34900
05-009,2005,35492
05-009,2006,36056
05-009,2007,36759
05-009,2008,36974
05-009,2009,36844
05-009,2010,36893
05-009,2010,36918
05-009,2010,36903
05-009,2011,37093
05-009,2012,37348
05-009,2013,37353
05-009,2014,37150
05-009,2015,37165
05-009,2016,37307
05-009,2017,37531
05-009,2018,37545
05-009,2019,37616
05-009,2020,37625
05-011,2004,12107
05-011,2005,12012
05-011,2006,11778
05-011,2007,11737
05-011,2008,11643
05-011,2009,11538
05-011,2010,11470
05-011,2010,11505
05-011,2010,11508
05-011,2011,11432
05-011,2012,11262
05-011,2013,11120
05-011,2014,11006
05-011,2015,10999
05-011,2016,10961
05-011,2017,10813
05-011,2018,10818
05-011,2019,10792
05-011,2020,10639
05-013,2004,5591
05-013,2005,5675
05-013,2006,5693
05-013,2007,5659
05-013,2008,5528
05-013,2009,5421
05-013,2010,5361
05-013,2010,5368
05-013,2010,5368
05-013,2011,5241
05-013,2012,5276
05-013,2013,5190
05-013,2014,5165
05-013,2015,5197
05-013,2016,5147
05-013,2017,5196
05-013,2018,5206
05-013,2019,5137
05-013,2020,5113
05-015,2004,26052
05-015,2005,26435
05-015,2006,26615
05-015,2007,26699
05-015,2008,26822
05-015,2009,27158
05-015,2010,27556
05-015,2010,27446
05-015,2010,27451
05-015,2011,27478
05-015,2012,27643
05-015,2013,27815
05-015,2014,27763
05-015,2015,27777
05-015,2016,27730
05-015,2017,27901
05-015,2018,28049
05-015,2019,28352
05-015,2020,28276
05-017,2004,12879
05-017,2005,12729
05-017,2006,12516
05-017,2007,12313
05-017,2008,12050
05-017,2009,11851
05-017,2010,11799
05-017,2010,11800
05-017,2010,11800
05-017,2011,11706
05-017,2012,11503
05-017,2013,11370
05-017,2014,11223
05-017,2015,10987
05-017,2016,10929
05-017,2017,10655
05-017,2018,10466
05-017,2019,10189
05-017,2020,9924
05-019,2004,22904
05-019,2005,22800
05-019,2006,22924
05-019,2007,23139
05-019,2008,23272
05-019,2009,23100
05-019,2010,22928
05-019,2010,22995
05-019,2010,22992
05-019,2011,22937
05-019,2012,22768
05-019,2013,22600
05-019,2014,22578
05-019,2015,22536
05-019,2016,22643
05-019,2017,22234
05-019,2018,22358
05-019,2019,22365
05-019,2020,22103
05-021,2004,16827
05-021,2005,16790
05-021,2006,16679
05-021,2007,16464
05-021,2008,16209
05-021,2009,16056
05-021,2010,16050
05-021,2010,16083
05-021,2010,16083
05-021,2011,15876
05-021,2012,15710
05-021,2013,15482
05-021,2014,15298
05-021,2015,15206
05-021,2016,15059
05-021,2017,14859
05-021,2018,14763
05-021,2019,14494
05-021,2020,14375
05-023,2004,25018
05-023,2005,25274
05-023,2006,25430
05-023,2007,25545
05-023,2008,25623
05-023,2009,25870
05-023,2010,25989
05-023,2010,25970
05-023,2010,25967
05-023,2011,25888
05-023,2012,25776
05-023,2013,25645
05-023,2014,25616
05-023,2015,25384
05-023,2016,25171
05-023,2017,25085
05-023,2018,25105
05-023,2019,25019
05-023,2020,24935
05-025,2004,8744
05-025,2005,8859
05-025,2006,8829
05-025,2007,8896
05-025,2008,8775
05-025,2009,8649
05-025,2010,8677
05-025,2010,8692
05-025,2010,8689
05-025,2011,8673
05-025,2012,8610
05-025,2013,8517
05-025,2014,8404
05-025,2015,8290
05-025,2016,8253
05-025,2017,8177
05-025,2018,7991
05-025,2019,7937
05-025,2020,7957
05-027,2004,25154
05-027,2005,25025
05-027,2006,25133
05-027,2007,24847
05-027,2008,24666
05-027,2009,24622
05-027,2010,24722
05-027,2010,24552
05-027,2010,24552
05-027,2011,24707
05-027,2012,24408
05-027,2013,24282
05-027,2014,24051
05-027,2015,24118
05-027,2016,24015
05-027,2017,23675
05-027,2018,23582
05-027,2019,23496
05-027,2020,23331
05-029,2004,20519
05-029,2005,20683
05-029,2006,20753
05-029,2007,20992
05-029,2008,21025
05-029,2009,21257
05-029,2010,21219
05-029,2010,21267
05-029,2010,21273
05-029,2011,21127
05-029,2012,21141
05-029,2013,21091
05-029,2014,20999
05-029,2015,20939
05-029,2016,20877
05-029,2017,20821
05-029,2018,20836
05-029,2019,20905
05-029,2020,21037
05-031,2004,86331
05-031,2005,87512
05-031,2006,89725
05-031,2007,91350
05-031,2008,93316
05-031,2009,95482
05-031,2010,96751
05-031,2010,96443
05-031,2010,96443
05-031,2011,98420
05-031,2012,100018
05-031,2013,101682
05-031,2014,102707
05-031,2015,104509
05-031,2016,106039
05-031,2017,107274
05-031,2018,109074
05-031,2019,110772
05-031,2020,112245
05-033,2004,56832
05-033,2005,57779
05-033,2006,59126
